x1	x2	y
firm	obstinate	1
obstinate	pigheaded	1
firm 	pigheaded	1
defend	attack	1
counterattack	attack	1
retaliation	attack	1
attack	bombard	1
ask	beg	1
ask	demand	1
conservative	hardliner	1
rightwing	hardliner	1
demonstration	protest	1
protest	riot	1
demonstration	riot	1
probe	harass	1
activist	terrorist	1
protestor	terrorist	1
revolutionary	terrorist	1
disagree	slam	1
conservative	ultraconservative	1
rightwing	ultraconservative	1
progressive	leftwing	1
activist	leftwing	1
protest	disrupt	1
demonstration	disruption	1
prolife	antiabortion	1
polite	diplomatic	1
leader	dictator	1
dictator	murderer	1
dictator	despot	1
leader	despot	1
despot	murderer	1
revolutionist	murderer	1
revolutionist	agitator	1
revolutionist	rebel	1
easygoing	lazy	1
easygoing	slovenly	1
lazy	slovenly	1
epicure	gourmand	1
gourmand	glutton	1
overeater	glutton	1
epicure	overeater	1
thrifty	tight	1
tight	stingy	1
thrifty	stingy	1
eco0mical	stingy	1
forehanded	stingy	1
eco0mical	miserly	1
eco0mical	parsimonious	1
forehanded	illiberal	1
stickler	pedant	1
perfectionist	pedant	1
perfectionist	nitpicker	1
disciplinarian	nitpicker	1
vindicated	cleared	1
vindicated	whitewashed	1
cleared	whitewashed	1
eye	ogle	1
ogle	perv	1
eye	perv	1
observe	ogle	1
observe 	perv	1
charm	seduce	1
seduce	harass	1
harass	rape	1
seduce	rape	1
enhance	overstate	1
overstate	falsify	1
enhance	falsify	1
elaborate	overstate	1
elaborate	overdo	1
enhance	overdo	1
liberated	eccentric	1
individualistic	eccentric	1
liberated	strange	1
individualistic	strange	1
liberated	weird	1
individualistic	weird	1
unconventional 	weird	1
ecentric	freak	1
strange	freak	1
weird	freak	1
eccentric	crazy	1
strange	crazy	1
weird	crazy	1
eccentric	wild	1
strange	wild	1
weird	wild	1
liberated	crazy	1
individualistic	crazy	1
unconventional 	crazy	1
liberated	wild	1
individualistic	wild	1
unconventional 	wild	1
liberated	freak	1
individualistic	freak	1
unconventional 	freak	1
criticize	thrash	1
criticize	slam	1
criticize	roast	1
question	blame	1
probe	smack	1
question	hit	1
undocumented	illegal	1
catch	nail	1
arrest	nail	1
duplicity	insincerity	1
insincerity	hypocrisy	1
duplicity	hypocrisy	1
grab	rip	1
demonstration	revolution	1
whistleblower	snitch	1
whistleblower	tattletale	1
whistleblower	fink	1
informer	snitch	1
informant	snitch	1
source	snitch	1
informer	tattletale	1
informant	tattletale	1
source	tattletale	1
tipster	snitch	1
tipster	tattletale	1
tipster	fink	1
indignant	an0yed	1
an0yed	mad	1
reconsidered	changed	1
reconsidered	renege	1
reconsidered	welsh	1
changed	welsh	1
changed	renege	1
exuberant	talkative	1
talkative	drunk	1
exuberant	drunk	1
energetic	talkative	1
energetic	drunk	1
sparkling	talkative	1
sparkling	drunk	1
exuberant	drunkard	1
talkative	drunkard	1
energetic	drunkard	1
sparkling	drunkard	1
conversational	drunk	1
conversational	drunkard	1
energetic	conversational	1
exuberant	conversational	1
sparkling	conversational	1
lively	uncontrollable	1
lively	wild	1
lively	chaotic	1
lively	crowded	1
crowded	wild	1
crowded	chaotic	1
crowded	uncontrollable	1
buzzing	uncontrollable	1
buzzing	wild	1
buzzing	chaotic	1
buzzing	crowded	1
touch 	fondle	1
touch 	grope	1
fondle	grope	1
highlight	repeat	1
talk	repeat	1
charm	simper	1
simper	gushes	1
charm	gushes	1
amusing	befuddled	1
artistic	bohemian	1
bohemian	freak	1
artistic	freak	1
plunging	risqué	1
inelegant	risqué	1
décolleté	risqué	1
plunging	provocative	1
inelegant	provocative	1
décolleté	provocative	1
plunging	filthy	1
inelegant	filthy	1
décolleté	filthy	1
plunging	tarty	1
inelegant	tarty	1
décolleté	tarty	1
risqué	tarty	1
whimper	sob	1
snivel	sob	1
sob	blubber	1
whimper	blubber	1
snivel	blubber	1
affectionate	libidi0us	1
concerned	interfering	1
attentive	interfering	1
attentive	intrusive	1
concerned	intrusive	1
attentive	snooping	1
concerned	snooping	1
attentive	meddlesome	1
concerned	meddlesome	1
oversize	fat	1
procrastinate	stall	1
temporize	stall	1
dreamer	daydreamer	1
dreamer	fantasizer	1
theorizer	daydreamer	1
visionary	daydreamer	1
conservative	rightwing	0
frugal	eco0mical	0
stingy	miserly	0
freak	crazy	0
weird	strange	0
liberated	individualistic	0
informer	source	0
source	informant	0
energetic	enthusiastic	0
attentive	concerned	0
delay	procrastinate	0
visionary	theorizer	0
dreamer	theorizer	0
firm	persistent	0
obstinate	stubborn	0
pigheaded	recalcitrant	0
defend	counterattack	0
counterattack	retaliation	0
attack	hit	0
ask	request	0
beg 	plead	0
conservative	rightwing	0
demonstration	parade	0
riot	mutiny	0
probe	investigate	0
activist	demonstrator	0
revolutionary	progressive	0
disagree	dissent	0
leftwing	leftist	0
disrupt	damage	0
disruption	disturbance	0
polite	respectful	0
leader	chief	0
murderer	killer	0
despot	slavedriver	0
leader	commander	0
revolutionist	revolutionary	0
agitator	anarchist	0
rebel	disruptive	0
easygoing	relaxed	0
slovenly	disordered	0
epicure	gourmet	0
thrifty	eco0mical	0
stingy	miserly	0
eco0mical	reasonable	0
forehanded	prudent	0
parsimonious	niggardly	0
illiberal	stingy	0
stickler	perfectionist	0
pedant	nitpicker	0
perfectionist	disciplinarian	0
vindicated	liberated	0
whitewashed	whitened	0
eye	watch	0
ogle	leer	0
eye	view	0
observe	inspect	0
observe	watch	0
charm	mesmerize	0
harass	hound	0
rape	molest	0
enhance	strengthen	0
overstate	exaggerate	0
falsify	alter	0
elaborate	expand	0
overdo	overplay	0
liberated	individualistic	0
unconventional	atypical	0
weird	strange	0
weird	quirky	0
freak	monster	0
crazy	wild	0
crazy	insane	0
wild	insane	0
freak	demented	0
demented	psycho	0
demented	mad	0
mad	psycho	0
criticize	blame	0
trash	slam	0
trash	roast	0
question	interrogate	0
smack	hit	0
question	probe	0
undocumented	unregistered	0
catch 	capture	0
grab	sieze	0
demonstration	display	0
snitch	tattletale	0
informer	informant	0
informant	source	0
informer	source	0
informer	tipster	0
an0yed	irritated	0
mad	furious	0
reconsidered	reevaluated	0
renege	welsh	0
exuberant	energetic	0
energetic 	spirited	0
sparkling	spirited	0
talkative	chatty	0
drunk	drunkard	0
conversational	friendly	0
drunkard	boozer	0
drunkard	soak	0
lively	energetic	0
lively	enjoyable	0
wild	rowdy	0
crowded	cramped	0
chaotic	haywire	0
buzzing	lively	0
touch	connect	0
grope	grabble	0
highlight	emphasize	0
charm	captivate	0
simper	giggle	0
befuddled	drunk	0
artistic	creative	0
bohemian	0nconformist	0
freak	monstrosity	0
décolleté	plunging	0
risqué	provocative	0
filthy	gross	0
filthy	crude	0
filthy	tarty	0
whimper	snivel	0
sob	weep	0
blubber	howl	0
affectionate	adoring	0
concerned	attentive	0
interfering	intrusive	0
intrusive	snooping	0
intrusive	meddlesome	0
interfering	snooping	0
concerned	caring	0
oversize	overweight	0
obese	massive	0
procrastinate	delay	0
stall	prevaricate	0
dreamer	visionary	0
daydreamer	fantasizer	0
firm	unyielding	0
pigheaded	perverse	0
attack	aggress	0
demand	order	0
protest	outcry	0
riot	rampage	0
probe	examine	0
protestor	objector	0
slam	thrash	0
ultraconservative	hardliner	0
progressive 	reformist	0
polite	civil	0
dictator	autocrat	0
murderer	assassin	0
despot	tyrant	0
easygoing	carefree	0
slovenly	careless	0
gourmand	overeater	0
thrifty	forehanded	0
stingy	greedy	0
eco0mical	frugal	0
stickler	dsiciplinarian	0
seduce	trap	0
falsify	misrepresent	0
u0cnventional	odd	0
freak	crazy	0
question	examine	0
probe	investigate	0
illegal	unlawful	0
grab	snatch	0
revolution	uprising	0
snitch	fink	0
an0yed	bothered	0
reconsidered	reexamine	0
lively	cheerful	0
uncontrollable	wild	0
wild	haywire	0
crowded	packed	0
repeat	replay	0
charm	mesmerize	0
gushes	enthuses	0
befuddled	intoxicated	0
décolleté	inelegant	0
firm	headstrong	0
pigheaded	bullheaded	0
harass	hound	0
terrorist	bomber	0
diplomatic	tactful	0
lazy	sluggish	0
gourmand	gourmandizer	0
amusing	interesting	0
illegal	illegitimate	0
rip	slash	0
tattletale	fink	0
reconsidered	review	0
uncontrollable	unmanageable	0
caress	fondle	0
amusing	entertaining	0
libidi0us	lustful	0
