,0,1,2,3,4,5,6,7,8,9,word
0,"('tipster', 0.9921568632125854)","('anonymous_tipster', 0.6372416019439697)","('tipsters', 0.6158384084701538)","('An_anonymous_tipster', 0.5862436294555664)","('Tipster', 0.5180845260620117)","('informant', 0.49583709239959717)","('Racemail_elite_stable', 0.49370428919792175)","('anonymous_tipsters', 0.48637527227401733)","('Brocchini_testified', 0.48456090688705444)","('MobileCrunch', 0.47198086977005005)",tipster
0,"('tipster', 0.9921568632125854)","('anonymous_tipster', 0.6372416019439697)","('tipsters', 0.6158384084701538)","('An_anonymous_tipster', 0.5862436294555664)","('Tipster', 0.5180845260620117)","('informant', 0.49583709239959717)","('Racemail_elite_stable', 0.49370428919792175)","('anonymous_tipsters', 0.48637527227401733)","('Brocchini_testified', 0.48456090688705444)","('MobileCrunch', 0.47198086977005005)",tipster
0,"('tipster', 0.9921568632125854)","('anonymous_tipster', 0.6372416019439697)","('tipsters', 0.6158384084701538)","('An_anonymous_tipster', 0.5862436294555664)","('Tipster', 0.5180845260620117)","('informant', 0.49583709239959717)","('Racemail_elite_stable', 0.49370428919792175)","('anonymous_tipsters', 0.48637527227401733)","('Brocchini_testified', 0.48456090688705444)","('MobileCrunch', 0.47198086977005005)",tipster
0,"('reconsidered', 0.9920295476913452)","('reconsider', 0.6852623224258423)","('reconsidering', 0.6048332452774048)","('revisited', 0.5948097705841064)","('rethought', 0.5867252945899963)","('reexamined', 0.5826340913772583)","('rescinded', 0.5553655624389648)","('reevaluated', 0.5443074703216553)","('reconsideration', 0.535388708114624)","('reassessed', 0.5323320627212524)",reconsidered
0,"('reconsidered', 0.9920295476913452)","('reconsider', 0.6852623224258423)","('reconsidering', 0.6048332452774048)","('revisited', 0.5948097705841064)","('rethought', 0.5867252945899963)","('reexamined', 0.5826340913772583)","('rescinded', 0.5553655624389648)","('reevaluated', 0.5443074703216553)","('reconsideration', 0.535388708114624)","('reassessed', 0.5323320627212524)",reconsidered
0,"('reconsidered', 0.9920295476913452)","('reconsider', 0.6852623224258423)","('reconsidering', 0.6048332452774048)","('revisited', 0.5948097705841064)","('rethought', 0.5867252945899963)","('reexamined', 0.5826340913772583)","('rescinded', 0.5553655624389648)","('reevaluated', 0.5443074703216553)","('reconsideration', 0.535388708114624)","('reassessed', 0.5323320627212524)",reconsidered
0,"('exuberant', 0.9921274781227112)","('ebullient', 0.6922562122344971)","('exuberance', 0.6406909823417664)","('exuberantly', 0.6222394108772278)","('boisterous', 0.6145695447921753)","('joyous', 0.604783296585083)","('joyful', 0.6023291945457458)","('exultant', 0.5906736850738525)","('energetic', 0.5894374847412109)","('exhuberant', 0.5877511501312256)",exuberant
0,"('talkative', 0.9920735359191895)","('chatty', 0.7196807265281677)","('gregarious', 0.7172355651855469)","('jovial', 0.6896157264709473)","('loquacious', 0.6816729307174683)","('garrulous', 0.6221838593482971)","('excitable', 0.6170555353164673)","('taciturn', 0.6135143041610718)","('voluble', 0.6002765893936157)","('personable', 0.5995636582374573)",talkative
0,"('exuberant', 0.9921274781227112)","('ebullient', 0.6922562122344971)","('exuberance', 0.6406909823417664)","('exuberantly', 0.6222394108772278)","('boisterous', 0.6145695447921753)","('joyous', 0.604783296585083)","('joyful', 0.6023291945457458)","('exultant', 0.5906736850738525)","('energetic', 0.5894374847412109)","('exhuberant', 0.5877511501312256)",exuberant
0,"('energetic', 0.9920349717140198)","('Guarded_tightly', 0.666024923324585)","('Energetic', 0.6617372035980225)","('vivacious', 0.6174576282501221)","('Gerald_G._Huesken', 0.6074087619781494)","('exuberant', 0.6061379313468933)","('charismatic', 0.5983900427818298)","('ebullient', 0.5803350806236267)","('effervescent', 0.5706348419189453)","('extroverted', 0.5660799741744995)",energetic
0,"('energetic', 0.9920349717140198)","('Guarded_tightly', 0.666024923324585)","('Energetic', 0.6617372035980225)","('vivacious', 0.6174576282501221)","('Gerald_G._Huesken', 0.6074087619781494)","('exuberant', 0.6061379313468933)","('charismatic', 0.5983900427818298)","('ebullient', 0.5803350806236267)","('effervescent', 0.5706348419189453)","('extroverted', 0.5660799741744995)",energetic
0,"('uncontrollable', 0.9926503896713257)","('uncontrolled', 0.5464609861373901)","('irrational', 0.5076249837875366)","('self_destructive', 0.4811169505119324)","('uncontainable', 0.47842246294021606)","('uncontrollably', 0.4735339879989624)","('disinhibited', 0.45644527673721313)","('unmanageable', 0.45635098218917847)","('nervousness_irritability', 0.4493201673030853)","('causeless', 0.4468645453453064)",uncontrollable
0,"('energetic', 0.9920349717140198)","('Guarded_tightly', 0.666024923324585)","('Energetic', 0.6617372035980225)","('vivacious', 0.6174576282501221)","('Gerald_G._Huesken', 0.6074087619781494)","('exuberant', 0.6061379313468933)","('charismatic', 0.5983900427818298)","('ebullient', 0.5803350806236267)","('effervescent', 0.5706348419189453)","('extroverted', 0.5660799741744995)",energetic
0,"('sparkling', 0.9920569062232971)","('dazzling', 0.7069015502929688)","('sparkled', 0.6420549154281616)","('sparkles', 0.6399410367012024)","('splendid', 0.617609977722168)","('scintillating', 0.6106021404266357)","('glittering', 0.6071485877037048)","('Sparkling', 0.5726324915885925)","('sparkle', 0.5693652033805847)","('magnificent', 0.5671650767326355)",sparkling
0,"('sparkling', 0.9920569062232971)","('dazzling', 0.7069015502929688)","('sparkled', 0.6420549154281616)","('sparkles', 0.6399410367012024)","('splendid', 0.617609977722168)","('scintillating', 0.6106021404266357)","('glittering', 0.6071485877037048)","('Sparkling', 0.5726324915885925)","('sparkle', 0.5693652033805847)","('magnificent', 0.5671650767326355)",sparkling
0,"('exuberant', 0.9921274781227112)","('ebullient', 0.6922562122344971)","('exuberance', 0.6406909823417664)","('exuberantly', 0.6222394108772278)","('boisterous', 0.6145695447921753)","('joyous', 0.604783296585083)","('joyful', 0.6023291945457458)","('exultant', 0.5906736850738525)","('energetic', 0.5894374847412109)","('exhuberant', 0.5877511501312256)",exuberant
0,"('talkative', 0.9920735359191895)","('chatty', 0.7196807265281677)","('gregarious', 0.7172355651855469)","('jovial', 0.6896157264709473)","('loquacious', 0.6816729307174683)","('garrulous', 0.6221838593482971)","('excitable', 0.6170555353164673)","('taciturn', 0.6135143041610718)","('voluble', 0.6002765893936157)","('personable', 0.5995636582374573)",talkative
0,"('energetic', 0.9920349717140198)","('Guarded_tightly', 0.666024923324585)","('Energetic', 0.6617372035980225)","('vivacious', 0.6174576282501221)","('Gerald_G._Huesken', 0.6074087619781494)","('exuberant', 0.6061379313468933)","('charismatic', 0.5983900427818298)","('ebullient', 0.5803350806236267)","('effervescent', 0.5706348419189453)","('extroverted', 0.5660799741744995)",energetic
0,"('sparkling', 0.9920569062232971)","('dazzling', 0.7069015502929688)","('sparkled', 0.6420549154281616)","('sparkles', 0.6399410367012024)","('splendid', 0.617609977722168)","('scintillating', 0.6106021404266357)","('glittering', 0.6071485877037048)","('Sparkling', 0.5726324915885925)","('sparkle', 0.5693652033805847)","('magnificent', 0.5671650767326355)",sparkling
0,"('conversational', 0.9920902252197266)","('conversational_tone', 0.5891804695129395)","('Conversational', 0.586269199848175)","('communicative', 0.565109133720398)","('conversationally', 0.5641543865203857)","('grammatical', 0.545828640460968)","('vocabulary_grammar', 0.5446740388870239)","('grammatically_correct_sentences', 0.5362483263015747)","('grammar_vocabulary', 0.5340489149093628)","('expository', 0.5333203673362732)",conversational
0,"('conversational', 0.9920902252197266)","('conversational_tone', 0.5891804695129395)","('Conversational', 0.586269199848175)","('communicative', 0.565109133720398)","('conversationally', 0.5641543865203857)","('grammatical', 0.545828640460968)","('vocabulary_grammar', 0.5446740388870239)","('grammatically_correct_sentences', 0.5362483263015747)","('grammar_vocabulary', 0.5340489149093628)","('expository', 0.5333203673362732)",conversational
0,"('energetic', 0.9920349717140198)","('Guarded_tightly', 0.666024923324585)","('Energetic', 0.6617372035980225)","('vivacious', 0.6174576282501221)","('Gerald_G._Huesken', 0.6074087619781494)","('exuberant', 0.6061379313468933)","('charismatic', 0.5983900427818298)","('ebullient', 0.5803350806236267)","('effervescent', 0.5706348419189453)","('extroverted', 0.5660799741744995)",energetic
0,"('exuberant', 0.9921274781227112)","('ebullient', 0.6922562122344971)","('exuberance', 0.6406909823417664)","('exuberantly', 0.6222394108772278)","('boisterous', 0.6145695447921753)","('joyous', 0.604783296585083)","('joyful', 0.6023291945457458)","('exultant', 0.5906736850738525)","('energetic', 0.5894374847412109)","('exhuberant', 0.5877511501312256)",exuberant
0,"('sparkling', 0.9920569062232971)","('dazzling', 0.7069015502929688)","('sparkled', 0.6420549154281616)","('sparkles', 0.6399410367012024)","('splendid', 0.617609977722168)","('scintillating', 0.6106021404266357)","('glittering', 0.6071485877037048)","('Sparkling', 0.5726324915885925)","('sparkle', 0.5693652033805847)","('magnificent', 0.5671650767326355)",sparkling
0,"('lively', 0.9922030568122864)","('spirited', 0.6555742025375366)","('livelier', 0.6366130113601685)","('liveliest', 0.6135894060134888)","('delightful', 0.6048020124435425)","('entertaining', 0.582275390625)","('energetic', 0.5768654346466064)","('convivial', 0.5652623176574707)","('vibrant', 0.5548602342605591)","('incisive', 0.5506361722946167)",lively
0,"('lively', 0.9922030568122864)","('spirited', 0.6555742025375366)","('livelier', 0.6366130113601685)","('liveliest', 0.6135894060134888)","('delightful', 0.6048020124435425)","('entertaining', 0.582275390625)","('energetic', 0.5768654346466064)","('convivial', 0.5652623176574707)","('vibrant', 0.5548602342605591)","('incisive', 0.5506361722946167)",lively
0,"('lively', 0.9922030568122864)","('spirited', 0.6555742025375366)","('livelier', 0.6366130113601685)","('liveliest', 0.6135894060134888)","('delightful', 0.6048020124435425)","('entertaining', 0.582275390625)","('energetic', 0.5768654346466064)","('convivial', 0.5652623176574707)","('vibrant', 0.5548602342605591)","('incisive', 0.5506361722946167)",lively
0,"('lively', 0.9922030568122864)","('spirited', 0.6555742025375366)","('livelier', 0.6366130113601685)","('liveliest', 0.6135894060134888)","('delightful', 0.6048020124435425)","('entertaining', 0.582275390625)","('energetic', 0.5768654346466064)","('convivial', 0.5652623176574707)","('vibrant', 0.5548602342605591)","('incisive', 0.5506361722946167)",lively
0,"('crowded', 0.992041826248169)","('overcrowded', 0.6098231673240662)","('Crowded', 0.6093369722366333)","('crammed', 0.592018187046051)","('congested', 0.5785290002822876)","('jammed', 0.5683354139328003)","('crowding', 0.5668608546257019)","('cluttered', 0.5418064594268799)","('jam_packed', 0.5406202673912048)","('cramped', 0.5389260053634644)",crowded
0,"('crowded', 0.992041826248169)","('overcrowded', 0.6098231673240662)","('Crowded', 0.6093369722366333)","('crammed', 0.592018187046051)","('congested', 0.5785290002822876)","('jammed', 0.5683354139328003)","('crowding', 0.5668608546257019)","('cluttered', 0.5418064594268799)","('jam_packed', 0.5406202673912048)","('cramped', 0.5389260053634644)",crowded
0,"('crowded', 0.992041826248169)","('overcrowded', 0.6098231673240662)","('Crowded', 0.6093369722366333)","('crammed', 0.592018187046051)","('congested', 0.5785290002822876)","('jammed', 0.5683354139328003)","('crowding', 0.5668608546257019)","('cluttered', 0.5418064594268799)","('jam_packed', 0.5406202673912048)","('cramped', 0.5389260053634644)",crowded
0,"('buzzing', 0.992028534412384)","('abuzz', 0.766284704208374)","('buzzed', 0.7125612497329712)","('buzzes', 0.6633291244506836)","('Buzzing', 0.5944234132766724)","('atwitter', 0.5942734479904175)","('agog', 0.5908280611038208)","('buzz', 0.5743131637573242)","('aflutter', 0.5382662415504456)","('humming', 0.5260187983512878)",buzzing
0,"('buzzing', 0.992028534412384)","('abuzz', 0.766284704208374)","('buzzed', 0.7125612497329712)","('buzzes', 0.6633291244506836)","('Buzzing', 0.5944234132766724)","('atwitter', 0.5942734479904175)","('agog', 0.5908280611038208)","('buzz', 0.5743131637573242)","('aflutter', 0.5382662415504456)","('humming', 0.5260187983512878)",buzzing
0,"('buzzing', 0.992028534412384)","('abuzz', 0.766284704208374)","('buzzed', 0.7125612497329712)","('buzzes', 0.6633291244506836)","('Buzzing', 0.5944234132766724)","('atwitter', 0.5942734479904175)","('agog', 0.5908280611038208)","('buzz', 0.5743131637573242)","('aflutter', 0.5382662415504456)","('humming', 0.5260187983512878)",buzzing
0,"('buzzing', 0.992028534412384)","('abuzz', 0.766284704208374)","('buzzed', 0.7125612497329712)","('buzzes', 0.6633291244506836)","('Buzzing', 0.5944234132766724)","('atwitter', 0.5942734479904175)","('agog', 0.5908280611038208)","('buzz', 0.5743131637573242)","('aflutter', 0.5382662415504456)","('humming', 0.5260187983512878)",buzzing
0,"('highlight', 0.9920324087142944)","('highlighting', 0.7232558727264404)","('highlights', 0.7229030132293701)","('highlighted', 0.7095571160316467)","('underline', 0.6663047075271606)","('illustrate', 0.6638356447219849)","('underscore', 0.656080961227417)","('showcase', 0.6189676523208618)","('spotlighted', 0.6089929342269897)","('Highlighting', 0.6054074764251709)",highlight
0,"('talk', 0.992032527923584)","('talking', 0.7003968954086304)","('talked', 0.6560032367706299)","('speak', 0.6264581084251404)","('Talk', 0.5813218355178833)","('discuss', 0.5597745776176453)","('discussing', 0.5145142674446106)","('tell', 0.5108725428581238)","('blab', 0.5078337788581848)","('prattle', 0.5021111965179443)",talk
0,"('charm', 0.9920924305915833)","('charms', 0.6729543805122375)","('charming', 0.6000619530677795)","('self_deprecating_charm', 0.591296911239624)","('quirkiness', 0.5823743343353271)","('charisma', 0.5647660493850708)","('irresistible_charm', 0.562381386756897)","('boyish_charm', 0.5620741844177246)","('affability', 0.5587204694747925)","('gentility', 0.5577669143676758)",charm
0,"('simper', 0.9926533699035645)","('gurn', 0.5628820657730103)","('chirrups', 0.5486217141151428)","('evilly', 0.544880747795105)","('emptily', 0.54327392578125)","('moue', 0.5412685871124268)","('tuts', 0.5409889221191406)","('gesticulate_wildly', 0.5395715236663818)","('simpering', 0.536495566368103)","('mimsy', 0.5357214212417603)",simper
0,"('charm', 0.9920924305915833)","('charms', 0.6729543805122375)","('charming', 0.6000619530677795)","('self_deprecating_charm', 0.591296911239624)","('quirkiness', 0.5823743343353271)","('charisma', 0.5647660493850708)","('irresistible_charm', 0.562381386756897)","('boyish_charm', 0.5620741844177246)","('affability', 0.5587204694747925)","('gentility', 0.5577669143676758)",charm
0,"('amused', 0.99213707447052)","('bemused', 0.731857419013977)","('annoyed', 0.6973981857299805)","('nonplussed', 0.6931925415992737)","('taken_aback', 0.6743041276931763)","('perplexed', 0.6661002039909363)","('perturbed', 0.6594085097312927)","('peeved', 0.6571987867355347)","('flabbergasted', 0.6328616142272949)","('enthralled', 0.6315581798553467)",amused
0,"('artistic', 0.9922629594802856)","('choreographic', 0.6666319966316223)","('Artistic', 0.6636609435081482)","('musical', 0.616370677947998)","('influence_Djangirov', 0.6156835556030273)","('artistic_expression', 0.6112527847290039)","('creative', 0.5842695832252502)","('artisitic', 0.5833008289337158)","('Artistic_Director', 0.5823713541030884)","('artmaking', 0.577543318271637)",artistic
0,"('bohemian', 0.9922924637794495)","('boho', 0.7600410580635071)","('bohemians', 0.6952890157699585)","('bohemia', 0.6947108507156372)","('bohemianism', 0.6617695689201355)","('artsy', 0.6608026027679443)","('bohemian_chic', 0.6310279965400696)","('bohemian_vibe', 0.6267057657241821)","('chic', 0.6225866079330444)","('bohemian_lifestyle', 0.6196783185005188)",bohemian
0,"('artistic', 0.9922629594802856)","('choreographic', 0.6666319966316223)","('Artistic', 0.6636609435081482)","('musical', 0.616370677947998)","('influence_Djangirov', 0.6156835556030273)","('artistic_expression', 0.6112527847290039)","('creative', 0.5842695832252502)","('artisitic', 0.5833008289337158)","('Artistic_Director', 0.5823713541030884)","('artmaking', 0.577543318271637)",artistic
0,"('plunging', 0.992241382598877)","('plummeting', 0.7902936339378357)","('plunged', 0.7694686651229858)","('tumbling', 0.7097173929214478)","('plunge', 0.7057316899299622)","('tumbled', 0.6500251293182373)","('plummeted', 0.6490216255187988)","('plunges', 0.6439166069030762)","('nosediving', 0.6040852665901184)","('falling', 0.6035709381103516)",plunging
0,"('inelegant', 0.9920896291732788)","('clumsy', 0.6219104528427124)","('ungainly', 0.6025738716125488)","('maladroit', 0.5753803849220276)","('unpoetic', 0.5635201334953308)","('clunky', 0.5602765083312988)","('artless', 0.5494481921195984)","('graceless', 0.5367775559425354)","('unimaginative', 0.5322633981704712)","('unintuitive', 0.5299239158630371)",inelegant
0,"('décolleté', 0.9924184679985046)","('decollete', 0.7020077705383301)","('décolletage', 0.6871424913406372)","('scarlet_lipstick', 0.6610687971115112)","('backless_dresses', 0.6595659255981445)","('sleeveless_blouse', 0.6501748561859131)","('decolletage', 0.645574688911438)","('cleavage_revealing', 0.6418108940124512)","('opaques', 0.6376250982284546)","('backless_dress', 0.6372135877609253)",décolleté
0,"('plunging', 0.992241382598877)","('plummeting', 0.7902936339378357)","('plunged', 0.7694686651229858)","('tumbling', 0.7097173929214478)","('plunge', 0.7057316899299622)","('tumbled', 0.6500251293182373)","('plummeted', 0.6490216255187988)","('plunges', 0.6439166069030762)","('nosediving', 0.6040852665901184)","('falling', 0.6035709381103516)",plunging
0,"('inelegant', 0.9920896291732788)","('clumsy', 0.6219104528427124)","('ungainly', 0.6025738716125488)","('maladroit', 0.5753803849220276)","('unpoetic', 0.5635201334953308)","('clunky', 0.5602765083312988)","('artless', 0.5494481921195984)","('graceless', 0.5367775559425354)","('unimaginative', 0.5322633981704712)","('unintuitive', 0.5299239158630371)",inelegant
0,"('décolleté', 0.9924184679985046)","('decollete', 0.7020077705383301)","('décolletage', 0.6871424913406372)","('scarlet_lipstick', 0.6610687971115112)","('backless_dresses', 0.6595659255981445)","('sleeveless_blouse', 0.6501748561859131)","('decolletage', 0.645574688911438)","('cleavage_revealing', 0.6418108940124512)","('opaques', 0.6376250982284546)","('backless_dress', 0.6372135877609253)",décolleté
0,"('plunging', 0.992241382598877)","('plummeting', 0.7902936339378357)","('plunged', 0.7694686651229858)","('tumbling', 0.7097173929214478)","('plunge', 0.7057316899299622)","('tumbled', 0.6500251293182373)","('plummeted', 0.6490216255187988)","('plunges', 0.6439166069030762)","('nosediving', 0.6040852665901184)","('falling', 0.6035709381103516)",plunging
0,"('inelegant', 0.9920896291732788)","('clumsy', 0.6219104528427124)","('ungainly', 0.6025738716125488)","('maladroit', 0.5753803849220276)","('unpoetic', 0.5635201334953308)","('clunky', 0.5602765083312988)","('artless', 0.5494481921195984)","('graceless', 0.5367775559425354)","('unimaginative', 0.5322633981704712)","('unintuitive', 0.5299239158630371)",inelegant
0,"('décolleté', 0.9924184679985046)","('decollete', 0.7020077705383301)","('décolletage', 0.6871424913406372)","('scarlet_lipstick', 0.6610687971115112)","('backless_dresses', 0.6595659255981445)","('sleeveless_blouse', 0.6501748561859131)","('decolletage', 0.645574688911438)","('cleavage_revealing', 0.6418108940124512)","('opaques', 0.6376250982284546)","('backless_dress', 0.6372135877609253)",décolleté
0,"('plunging', 0.992241382598877)","('plummeting', 0.7902936339378357)","('plunged', 0.7694686651229858)","('tumbling', 0.7097173929214478)","('plunge', 0.7057316899299622)","('tumbled', 0.6500251293182373)","('plummeted', 0.6490216255187988)","('plunges', 0.6439166069030762)","('nosediving', 0.6040852665901184)","('falling', 0.6035709381103516)",plunging
0,"('inelegant', 0.9920896291732788)","('clumsy', 0.6219104528427124)","('ungainly', 0.6025738716125488)","('maladroit', 0.5753803849220276)","('unpoetic', 0.5635201334953308)","('clunky', 0.5602765083312988)","('artless', 0.5494481921195984)","('graceless', 0.5367775559425354)","('unimaginative', 0.5322633981704712)","('unintuitive', 0.5299239158630371)",inelegant
0,"('décolleté', 0.9924184679985046)","('decollete', 0.7020077705383301)","('décolletage', 0.6871424913406372)","('scarlet_lipstick', 0.6610687971115112)","('backless_dresses', 0.6595659255981445)","('sleeveless_blouse', 0.6501748561859131)","('decolletage', 0.645574688911438)","('cleavage_revealing', 0.6418108940124512)","('opaques', 0.6376250982284546)","('backless_dress', 0.6372135877609253)",décolleté
0,"('risqué', 0.99208003282547)","('risque', 0.8499932289123535)","('raunchy', 0.7817524671554565)","('racy', 0.7554749250411987)","('risqu', 0.70384681224823)","('overtly_sexual', 0.6831257343292236)","('saucy', 0.6694332957267761)","('smutty', 0.630439281463623)","('sexually_provocative', 0.6212300062179565)","('vulgar', 0.6144387722015381)",risqué
0,"('whimper', 0.9921659827232361)","('wimper', 0.6543759703636169)","('barely_whimper', 0.5272430181503296)","('howl', 0.47666412591934204)","('bang', 0.4709950089454651)","('nary_whimper', 0.469628244638443)","('thud', 0.4628799557685852)","('whimpering', 0.4435306191444397)","('whimpers', 0.44189101457595825)","('meekly', 0.438414603471756)",whimper
0,"('snivel', 0.9922901391983032)","('whine_moan', 0.6640020608901978)","('whine', 0.5978296995162964)","('bellyachers', 0.594408392906189)","('ninnies', 0.5939100384712219)","('snots', 0.588815450668335)","('prigs', 0.5772206783294678)","('poor_dears', 0.5745733976364136)","('whining', 0.5729129314422607)","('pompus', 0.5712580680847168)",snivel
0,"('concerned', 0.9920294880867004)","('worried', 0.83567214012146)","('alarmed', 0.6659792065620422)","('apprehensive', 0.6429970860481262)","('aware', 0.628964364528656)","('expressed_concern', 0.6192236542701721)","('unconcerned', 0.6156818270683289)","('gravely_concerned', 0.6155737042427063)","('worry', 0.6150470972061157)","('concered', 0.612535834312439)",concerned
0,"('attentive', 0.9921043515205383)","('Attentive', 0.6293510794639587)","('courteous', 0.5881732702255249)","('inquisitive', 0.5751034617424011)","('observant', 0.5737752318382263)","('solicitous', 0.5722223520278931)","('conscientious', 0.5721460580825806)","('considerate', 0.5709221959114075)","('attentiveness', 0.5660269260406494)","('watchful', 0.5569385290145874)",attentive
0,"('attentive', 0.9921043515205383)","('Attentive', 0.6293510794639587)","('courteous', 0.5881732702255249)","('inquisitive', 0.5751034617424011)","('observant', 0.5737752318382263)","('solicitous', 0.5722223520278931)","('conscientious', 0.5721460580825806)","('considerate', 0.5709221959114075)","('attentiveness', 0.5660269260406494)","('watchful', 0.5569385290145874)",attentive
0,"('concerned', 0.9920294880867004)","('worried', 0.83567214012146)","('alarmed', 0.6659792065620422)","('apprehensive', 0.6429970860481262)","('aware', 0.628964364528656)","('expressed_concern', 0.6192236542701721)","('unconcerned', 0.6156818270683289)","('gravely_concerned', 0.6155737042427063)","('worry', 0.6150470972061157)","('concered', 0.612535834312439)",concerned
0,"('attentive', 0.9921043515205383)","('Attentive', 0.6293510794639587)","('courteous', 0.5881732702255249)","('inquisitive', 0.5751034617424011)","('observant', 0.5737752318382263)","('solicitous', 0.5722223520278931)","('conscientious', 0.5721460580825806)","('considerate', 0.5709221959114075)","('attentiveness', 0.5660269260406494)","('watchful', 0.5569385290145874)",attentive
0,"('concerned', 0.9920294880867004)","('worried', 0.83567214012146)","('alarmed', 0.6659792065620422)","('apprehensive', 0.6429970860481262)","('aware', 0.628964364528656)","('expressed_concern', 0.6192236542701721)","('unconcerned', 0.6156818270683289)","('gravely_concerned', 0.6155737042427063)","('worry', 0.6150470972061157)","('concered', 0.612535834312439)",concerned
0,"('attentive', 0.9921043515205383)","('Attentive', 0.6293510794639587)","('courteous', 0.5881732702255249)","('inquisitive', 0.5751034617424011)","('observant', 0.5737752318382263)","('solicitous', 0.5722223520278931)","('conscientious', 0.5721460580825806)","('considerate', 0.5709221959114075)","('attentiveness', 0.5660269260406494)","('watchful', 0.5569385290145874)",attentive
0,"('concerned', 0.9920294880867004)","('worried', 0.83567214012146)","('alarmed', 0.6659792065620422)","('apprehensive', 0.6429970860481262)","('aware', 0.628964364528656)","('expressed_concern', 0.6192236542701721)","('unconcerned', 0.6156818270683289)","('gravely_concerned', 0.6155737042427063)","('worry', 0.6150470972061157)","('concered', 0.612535834312439)",concerned
0,"('oversize', 0.9924108386039734)","('oversized', 0.8116806745529175)","('Oversized', 0.5930896997451782)","('Oversize', 0.5528237819671631)","('comically_oversized', 0.5174719095230103)","('upswept', 0.495258092880249)","('sized', 0.4940728545188904)","('beveled_mirrors', 0.48740801215171814)","('overstuffed', 0.4827533960342407)","('batwing', 0.4787599444389343)",oversize
0,"('procrastinate', 0.9921491146087646)","('procrastinating', 0.7011582851409912)","('procrastination', 0.6661127805709839)","('procrastinators', 0.5847605466842651)","('procrastinator', 0.5842013955116272)","('Procrastination', 0.567552924156189)","('procrastinated', 0.5610518455505371)","('Procrastinating', 0.5472701787948608)","('Pychyl', 0.5343655347824097)","('dilly_dally', 0.5252383947372437)",procrastinate
0,"('temporize', 0.9927914142608643)","('enormities', 0.5714628100395203)","('intransigently', 0.56505286693573)","('Kumawuman_citizens', 0.5609132647514343)","('neo_isolationism', 0.5591530799865723)","('rattle_sabers', 0.549848735332489)","('behaves_irresponsibly', 0.5496375560760498)","('Mahmoud_Ahmedinijad', 0.5448893308639526)","('temporized', 0.5432782769203186)","('Manichean_struggle', 0.5349780321121216)",temporize
0,"('dreamer', 0.9924763441085815)","('idealist', 0.6504100561141968)","('daydreamer', 0.6281925439834595)","('idealistic', 0.573165774345398)","('hopeless_romantic', 0.5675610303878784)","('visionary', 0.5629181861877441)","('dreams', 0.5574020147323608)","('egoist', 0.5541946887969971)","('optimist', 0.5526025295257568)","('dreamers', 0.5365120768547058)",dreamer
0,"('visionary', 0.9923096299171448)","('visionaries', 0.724565863609314)","('visionary_thinker', 0.637877345085144)","('farsighted', 0.5986356735229492)","('Visionary', 0.5823805332183838)","('dreamer', 0.5728157758712769)","('thinker', 0.5697281956672668)","('vision', 0.5626818537712097)","('genius', 0.5393295288085938)","('strategic_thinker', 0.5362696647644043)",visionary
